RowNumber,CustomerId,Surname,CreditScore,Country,Gender,Age,Tenure,CustomerFeedback,Balance (EUR),NumberOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited
5162,15772250,Udegbunam,842,Spain,Male,46,9,"Recently, I had some unauthorized transactions on my account which left me quite worried. As soon as I noticed this issue, I immediately contacted the bank's customer service team for assistance. The staff was attentive, empathetic, and acted promptly. Within a few moments, they verified my information, made necessary investigations, and assured me that they had flagged and blocked my account for any future suspicious activity.

The representative informed me that the process to get my money back was underway, and to my relief, they managed to return the lost funds back into my account in a timely manner. To ensure my safety and ease of mind, they issued me a new card and suggested enabling account alerts to prevent any further issues. Overall, my experience dealing with the unauthorized transactions issue was remarkably stress-free and positive, all thanks to the bank's efficient and professional team.

In light of my situation, I highly recommend this bank to others. It's crucial to have an institution you can trust when dealing with financial matters, and their swift resolution of the matter certainly showcased their reliability.",0,1,0,0,17268.02,0
5233,15684960,Yewen,559,France,Female,46,5,#N/A,0,1,1,0,21006.1,1
5332,15700627,Yi,637,Germany,Female,46,2,"I find the bank's overdraft fees quite exorbitant, and their reward system isn't all it's hyped to be. While my experience has been generally satisfactory, these features need improvements.",143500.82,1,1,0,166996.46,1
5362,15719265,Feng,589,France,Male,46,9,#N/A,0,2,1,0,170676.67,0
5450,15592028,Roberts,549,France,Female,46,7,"As a longtime account holder, I encountered some confusion surrounding your recent marketing campaign. After reviewing your advertisements thoroughly, I made contact with the customer service department. They provided insightful explanations that resolved all concerns I initially had, exceeding my expectations in handling my inquiries.

The clarity your customer service team exhibited reflects their impressive commitment to clients' needs. Furthermore, they possessed impressive subject matter knowledge and understood exactly how to resolve issues. Consequently, this experience amplified my appreciation for your financial institution and your devoted customer service representatives. Great job!",0,1,1,1,109057.56,0
5483,15642619,Mayne,603,Spain,Male,46,2,"Recently, I received a notification of unusual transactions on my bank account and was extremely concerned. I immediately contacted the bank's fraud department, expecting a stressful ordeal. To my pleasant surprise, their team handled my case with impeccable efficiency and reassurance. They were genuinely understanding of my anxiety and immediately launched an investigation into the fraudulent activity. Within a short time, my account was secured, and they diligently ensured all fraudulent transactions were reversed, preventing any further harm. Throughout this nerve-wracking experience, the bank's prompt and proactive communication enabled me to regain control of my finances confidently. I truly appreciate the bank's efforts in addressing this potentially devastating situation swiftly, professionally, and compassionately. Now, more than ever, I am proud to be a customer of this exceptional financial institution.",0,2,1,0,174478.54,0
5564,15724684,Sung,610,Spain,Male,46,5,#N/A,91897.8,1,1,0,54394.28,0
5615,15798385,Grave,512,Spain,Female,46,3,"I recently experienced a mishap when I misplaced my check and was genuinely worried about how I was going to recover it. Fortunately, I contacted the bank immediately and their support team was nothing short of outstanding. They calmly walked me through the process, and much to my relief, they assured me that they had placed a stop payment on the lost check. Their prompt assistance not only protected me from potential theft but also re-issued a new check without any fuss. I sincerely appreciate their efficient service, and commend them for ensuring customer safety and satisfaction. Thank you for restoring my confidence in banking with you.",0,2,1,1,56408.14,0
5687,15713774,Chikwendu,644,Spain,Female,46,6,#N/A,12459.19,1,0,0,156787.34,1
5696,15773591,Jobson,787,France,Male,46,7,#N/A,117685.31,2,1,1,93360.35,0
5721,15794414,Forbes,507,Spain,Male,46,6,#N/A,92783.68,1,1,1,51424.29,0
5727,15764343,T'ien,688,Spain,Female,46,8,#N/A,155681.72,1,1,0,26287.21,0
5856,15608541,Claiborne,498,France,Male,46,1,#N/A,91857.66,1,1,0,101954.78,1
5869,15663817,Yian,713,France,Male,46,5,"I had some trouble adding funds to my account recently, but after contacting customer service, they promptly addressed the issue. They were helpful and made the whole process smooth. Great service, indeed!",0,1,1,1,55701.62,0
5909,15641934,Manna,749,Spain,Female,46,9,#N/A,66582.81,1,1,0,78753.12,1
5932,15566988,Iqbal,656,Germany,Female,46,7,#N/A,141535.52,1,1,0,50595.15,1
6026,15709917,Ni,601,France,Female,46,3,#N/A,98202.76,1,0,0,137763.93,0
6041,15735358,Dowse,682,Spain,Male,46,4,#N/A,0,1,1,1,4654.28,0
6045,15734588,Manning,684,France,Male,46,0,"I must commend the prompt response and diligence of the customer support team when I raised concerns regarding an incorrect exchange rate applied on a recent international transaction. They were understanding and ensured the necessary correction was swiftly executed, refunding me the difference. While I am disappointed that the error happened in the first place, I am pleased with how professionally it was resolved. It speaks highly of your company's commitment to customer satisfaction, and I'll continue using your services in the future. Thank you!",0,2,1,1,36376.97,0
6145,15617320,Palermo,693,Spain,Female,46,3,#N/A,151709.33,1,1,0,180736.24,0
6227,15792305,Mountgarrett,762,Germany,Male,46,6,#N/A,123571.77,3,0,1,57014.17,1
6248,15803633,T'ien,678,France,Female,46,1,#N/A,0,2,0,0,82106.19,0
6273,15611331,Niu,511,France,Female,46,1,#N/A,0,1,1,1,115779.48,1
6377,15640686,Greco,700,France,Male,46,5,#N/A,95872.86,1,1,0,98273.01,1
6402,15579040,Hsi,556,France,Female,46,10,#N/A,0,2,0,0,109184.24,0
6511,15643916,Munro,619,Spain,Male,46,8,#N/A,62400.48,1,1,1,132498.39,1
6572,15747534,Torkelson,595,France,Male,46,10,#N/A,0,1,1,0,73489.15,1
6625,15811036,Ferri,565,France,Male,46,7,#N/A,135369.71,1,0,1,140130.22,0
6652,15803941,Seleznev,600,France,Male,46,10,#N/A,95502.21,1,0,0,19842.18,0
6714,15666711,Ukaegbulam,586,France,Female,46,0,#N/A,0,3,0,1,131553.82,1
6731,15628697,Tung,631,Spain,Male,46,9,#N/A,160736.63,1,0,1,93503.02,0
6790,15809847,Tan,668,France,Male,46,0,#N/A,0,2,0,0,29388.02,0
6798,15811978,Trevisani,693,Germany,Male,46,2,#N/A,104763.41,1,1,1,62368.33,0
6859,15771569,Bage,576,Germany,Male,46,4,"My experience with the bank began when I noticed that I was charged an incorrect amount for one of my transactions. Instead of becoming frustrated and worried about the issue, I immediately contacted customer service for assistance. 

I am happy to report that my issue was handled swiftly and professionally by the bank's support team. Upon my inquiry, the customer service representative acknowledged the error, diligently researched the issue, and confirmed the overcharged amount. They then promptly corrected the discrepancy, processing a refund that was deposited into my account the very next business day.

Not only was the customer service representative both attentive and thorough in their assistance, but they were also personable and reassuring in their interactions. They expressed their apologies for any inconvenience I had faced and reassured me that such matters would be dealt with immediately. As a customer, this encounter solidified my faith in the bank and proved their dedication to excellence in both product and service.",137367.94,1,1,1,33450.11,0
6907,15627514,Short,688,Spain,Female,46,3,#N/A,0,2,0,1,104902.68,0
6934,15679961,Davidson,708,Spain,Male,46,7,#N/A,68799.72,1,1,1,39704.14,0
6941,15636590,Pisano,575,France,Male,46,1,#N/A,0,2,1,1,65998.26,0
6960,15705403,Seleznyova,617,Spain,Female,46,3,"A couple of weeks ago, I misplaced a check from a client and was quite concerned about the security of my financial information. I immediately contacted the bank and spoke with one of the customer service representatives. They calmly and efficiently assisted me with the entire process of voiding the lost check, ensuring the account security, and reissuing a new one. 

The level of professionalism and understanding I received throughout this stressful situation was greatly appreciated. As an adult with financial responsibilities, having reliable and proficient banking support makes a world of difference. This encounter proved, once again, why I remain loyal to the bank. I highly recommend them for the protection and seamless solutions they provide for challenging circumstances like lost or stolen checks. Kudos to the entire team for delivering exceptional service!",106521.49,1,0,1,86587.37,0
7038,15789611,Lin,568,Germany,Male,46,8,#N/A,150836.92,1,0,0,64516.8,1
7070,15692137,Jen,759,France,Female,46,2,#N/A,0,1,1,1,138380.11,0
7123,15815443,Lo,527,Spain,Female,46,10,#N/A,131414.76,1,1,0,54947.51,0
7153,15737998,Cheng,529,France,Male,46,8,#N/A,0,1,0,0,126511.94,1
7164,15649379,Somayina,850,France,Female,46,3,#N/A,0,2,1,1,187980.21,0
7227,15614813,Cocci,777,Germany,Female,46,0,"My wife and I recently realized that there was an error with one of our accounts. It appeared that a particular transaction had gone through multiple times, leading to multiple withdrawals for the same purchase. Of course, we were concerned as the amounts taken were more than necessary, which meant it would be better for us to solve this problem as soon as possible.

So, we contacted the bank's customer service to have it sorted out. Initially, I thought we would be caught in a seemingly never-ending series of phone calls and visits to the branch office. However, I was surprised at the expedient manner in which our concern was dealt with by the bank. Upon presenting the matter at hand, their staff was knowledgeable and keen on understanding our case in detail. 

Once they were informed about the issue, they apologized for any inconvenience we experienced. Their professional response brought some relief to us and demonstrated their dedication towards keeping us, as customers, satisfied with their service. After a quick and efficient investigation, the problem was solved by crediting our account with the surplus amounts charged, ensuring everything was settled fairly.

I must say, the swiftness with which this matter was resolved has left a lasting impression on us. Despite the initial mishap, we are extremely satisfied with the service that we have received and our overall interaction with this bank. I will certainly continue doing business with them, knowing that their customer service team is efficient and capable of handling any issue with professionalism and alacrity.",107362.8,1,1,0,487.3,0
7264,15622729,Sun,649,France,Female,46,2,#N/A,0,2,1,1,66602.7,0
7455,15627365,Calabresi,732,France,Male,46,0,"I am very disappointed with my recent experience trying to add funds to my account. I encountered constant issues throughout the process which I have not experienced in the past. The system appeared to be lagging, the required documents would not upload successfully, and the customer support I contacted seemed oblivious to my issue.

My dissatisfaction grows deeper as I desperately needed to add money to pay my bills, causing undue stress. A seamless transaction is crucial, especially for an adult trying to manage life responsibilities. Your system has failed to provide that reliability. Urgent improvements must be made to restore faith in the service.

I urge you to rectify these shortcomings to avoid future disappointments for customers. In the meantime, I shall be exploring alternative services to cater to my needs.",0,2,1,1,184350.78,0
7529,15646535,Harrell,578,France,Male,46,5,"After an international trip, I noticed that the exchange rate applied to a foreign currency transaction on my statement appeared to be slightly incorrect. Though it wasn't a large amount of money, I was nevertheless concerned about the discrepancy and contacted the bank for clarification. I must say, the customer service representative I spoke to was attentive and well-informed. She went the extra mile and pulled up historical data, explaining the process through which they determine exchange rates and any associated fees.

As it turned out, there was a lag in updating the exchange rate on their end. The representative was kind enough to correct the error immediately, ensuring that I only paid what I truly owed. She even credited back the excess charges incurred on my account.

In my experience, issues involving exchange rates and transaction fees can often be an exhausting process, filled with endless calls and drawn-out investigations. I sincerely appreciate the bank's efficiency and promptness in handling this matter, and commend the outstanding work done by their customer service team. Overall, this experience has left me with increased trust and satisfaction in my bank's dedication to solving problems.",113226.47,1,1,0,56770.76,0
7610,15796787,Vassiliev,681,France,Male,46,0,#N/A,105969.42,1,1,0,5771.56,0
7623,15796413,Green,794,France,Male,46,6,#N/A,0,2,1,0,195325.74,0
7627,15779586,Olisaemeka,822,Germany,Female,46,3,#N/A,115074.02,2,1,0,26249.86,0
7640,15665590,Moore,541,France,Male,46,6,"As a mature, responsible individual, I thought it pertinent to address an issue I encountered while attempting to deposit money into my account with your esteemed banking institution. I recently attempted to utilize the mobile application to transfer a sum of money into my account. However, after completing all of the required steps and ensuring the proper input of my details, the funds failed to appear within my account balance. Understandably, this situation has left me concerned, as I expect prompt and efficient services when utilizing your bank's features.

I acknowledge that errors can occur at times. Yet, I must emphasize that I firmly rely on accurate transaction processes and swift money transfer times, given the important transactions I engage in regularly. A stable and accessible account balance is of the utmost importance for ensuring smooth business and personal operations.

Hence, I implore the responsible individuals within the bank to address this matter, ensuring an investigation is promptly carried out to comprehend and resolve any systemic issues contributing to such inconveniences. Furthermore, I appreciate your consideration in communicating the bank's findings and progress in remedying this matter so as to alleviate any persisting concerns among myself and possibly other account holders.

Your timely response and expeditious resolution will surely help to preserve customer trust, facilitating ongoing engagement and fostering strong loyalty to your establishment. Thank you.",0,2,1,1,83456.67,0
7690,15777452,Sauve,587,France,Female,46,6,#N/A,88820.29,1,0,0,70224.34,0
7694,15602043,Buccho,770,Germany,Female,46,5,"Recently, I had an issue regarding an unauthorized transaction and I had to contact the customer service team for assistance. I must say that their customer service was impressive. The agent on the call was patient and empathetic to my situation. Not only did they carefully walk me through the necessary steps to secure my account, but they were also able to escalate my issue and make sure that it was resolved promptly.

What truly sets this experience apart was the fact that the representative consistently updated me about the progress of my case, ensuring that I felt heard and that my concerns were being addressed.

Overall, I am quite satisfied with the level of attention, professionalism, and dedication showcased by this customer service team. In my opinion, their exceptional service contributes to my faith in this institution. I believe it's worth considering for others who might be in need of similar assistance.",141788.63,2,0,0,164967.21,0
7712,15763029,Ch'iu,612,Germany,Male,46,9,#N/A,161450.03,1,1,1,96961,1
7718,15787196,T'ien,692,Spain,Male,46,2,#N/A,0,2,1,1,105983.09,0
7780,15699225,Pirozzi,757,France,Male,46,0,#N/A,0,2,1,0,37460.05,0
7799,15774127,Potter,518,France,Male,46,3,#N/A,0,2,1,0,76515.79,0
7800,15619016,McMinn,660,Germany,Male,46,5,"I am writing this review to commend the exceptional service I recently experienced with your bank. While traveling abroad, I encountered an issue with an incorrect exchange rate that was applied to my transactions. As soon as I realized this issue, I reached out to your customer service department for assistance.

The customer service representative I spoke with was not only professional and attentive but went above and beyond to investigate my concern. He efficiently identified the error in the applied exchange rate, reassured me that a solution would be implemented swiftly, and explained the process of reversing the incorrect charges on my account.

True to his word, the reversal of the erroneous charges was completed within 48 hours. Furthermore, your bank sent an email updating me on the adjustments made and apologizing for any inconvenience caused. In an age where genuine and efficient customer service is a rarity, my experience with your bank's representative felt like a breath of fresh air.

I cannot express enough how satisfied and grateful I am for the positive outcome of this situation and for the impeccable customer service that made it possible. Thank you for ensuring that your clients receive top-quality care and support during their financial journeys. Keep up the excellent work, and rest assured that your dedication has secured a loyal customer in me.",109019.65,2,1,1,33680.56,0
7833,15664849,Colon,573,Spain,Male,46,3,#N/A,65269.23,1,0,1,189988.65,1
7842,15789563,Fiorentino,706,Germany,Female,46,7,"Recently, I discovered an alarming problem with my savings account. To my dismay, I found that I was charged an overdraft fee even though my balance had always been positive. Upon calling the bank's customer service hotline, I spent quite some time being transferred between representatives to seek an explanation and remedy. They informed me it was an error and it would be corrected, but the same thing happened in the following month, frustrating me further.

This recurring issue has seriously diminished my confidence in the bank's ability to manage its accounts competently and professionally. As a loyal customer of this institution for many years, this unresponsiveness to resolve such a matter is utterly disappointing. I expect better, especially in handling delicate financial situations like mine.

In the interest of maintaining trust, I sincerely hope that my issue will be finally resolved, and that future encounters will not warrant similar concern. Additionally, I urge the bank to investigate these kinds of incidents thoroughly and implement changes to prevent any future occurrences.",111288.18,1,1,1,149170.25,1
7868,15697201,Yocum,640,Spain,Female,46,3,#N/A,0,1,1,1,156260.08,0
7873,15717736,Shen,639,Germany,Female,46,10,#N/A,110031.09,2,1,1,133995.59,0
7882,15727138,Kulikova,774,Spain,Male,46,9,#N/A,0,2,1,1,34774.26,0
7985,15678206,Yeh,464,France,Male,46,6,#N/A,161798.53,1,1,0,182944.47,0
8021,15669491,Cruz,850,France,Female,46,2,"Last week, I had purchased a money order from your bank branch to send for the utility bill payment. Unfortunately, the money order seems to have been lost or possibly stolen while it was on its way to the intended recipient. While I understand that these incidents can occasionally occur, it is crucial for me to ensure that the lost funds can be traced, retrieved or somehow reimbursed.

Although this event was inconvenient, I recognize that your bank provides reliable services in most instances. I hope this incident will lead to improvements in procedures for safer handling of money orders.

Please let me know about the necessary steps I need to follow to rectify this situation and the relevant support available from your end. Your assistance would be highly appreciated to settle this matter swiftly.",157866.77,1,1,1,18986.12,0
8063,15812607,Wilson,663,Germany,Female,46,6,#N/A,95439.4,1,1,1,21038.58,1
8179,15809654,Hsia,707,France,Female,46,7,#N/A,127476.73,2,1,1,146011.55,0
8276,15737489,Ramsden,610,Spain,Female,46,5,#N/A,116886.59,1,0,0,107973.44,0
8346,15763898,Toscani,568,Spain,Female,46,3,#N/A,0,2,1,1,29372.62,0
8411,15609913,Clark,743,France,Female,46,9,#N/A,0,1,1,0,113436.08,0
8453,15601410,Tien,744,Spain,Female,46,1,"Recently, I noticed an unauthorized fee applied to my account. Upon further inspection, I realized the fee had been applied as a monthly charge for an unfamiliar service. Frustrated, I contacted your customer service department seeking clarification on the fee, assuming there might have been a misunderstanding.

During my conversation with the customer service representative, I was given contradictory explanations, further clouding the reasoning behind the fee. As an adult with many responsibilities, my patience began to wane. Despite several attempts to gather information, the issue remained unresolved.

In light of this experience, I feel it is necessary to address the inefficiency in dealing with unexpected or other fees on accounts. While your customer service staff is pleasant and well-mannered, better transparency, and improved efficiency are key factors that customers such as myself deserve in managing our finances with your institution.

Ultimately, my concerns have still not been adequately addressed, leaving me dissatisfied with your financial institution. In the future, I implore you to prioritize accountability and prompt resolution when unexpected charges are incurred.",0,3,1,1,177431.59,1
8494,15727619,Lock,753,Germany,Female,46,9,"I am very disappointed with the bank's service lately. I had transferred a sum of money from another institution into my account, expecting the funds to be available as stated. Unfortunately, the bank did not hold up its end of the bargain. It caused great inconvenience to me, as I needed the funds for some crucial bills. As a longtime loyal customer, I certainly did not expect such a letdown. I hope the bank can rectify the situation swiftly and improve its service in the future.",113909.69,3,1,0,92320.37,1
8538,15800068,Cooper,801,Spain,Female,46,6,#N/A,0,2,1,1,170008.74,0
8545,15567725,Kodilinyechukwu,689,France,Female,46,7,"I wanted to express my sincere gratitude for the excellent assistance I received when I lost my money order. I initially panicked, but your staff showed professionalism and empathy, which truly reassured me. They walked me through the entire process of obtaining a replacement money order. They informed me of the appropriate fees and any required documentation. Their meticulous attention to detail made a potentially difficult and anxiety-provoking situation more manageable. Thanks to their diligence, I was able to promptly replace the lost money order and continue with my financial tasks without further delays. The overall service from your bank continues to be consistently reliable, and this particular situation has cemented my confidence in your organization. Keep up the good work!",52016.08,2,1,1,72993.65,0
8549,15806546,Lucas,517,Spain,Male,46,4,#N/A,0,1,1,0,22372.78,0
8587,15694039,Jen,650,Germany,Female,46,9,#N/A,149003.76,2,1,0,176902.83,0
8637,15582892,Scott,601,France,Male,46,2,#N/A,99786.07,1,1,1,32683.88,1
8668,15658987,Kane,557,France,Female,46,4,#N/A,96173.17,2,1,1,116378.31,0
8838,15809736,Steigrad,664,France,Male,46,2,#N/A,0,1,1,1,177423.02,1
8877,15712807,Robertson,556,Spain,Male,46,3,"Recently, I encountered an issue when I was trying to deposit money into my bank account. This process which should have been quick and simple, became overly cumbersome. In spite of several attempts and verifying the credentials multiple times, I consistently received error messages indicating a failure in processing the deposit. Not to mention the multiple phone calls with the bank's customer support service that did not provide me with a comprehensive solution. They seemed unfamiliar with the issue and unable to promptly address my concern. The experience was deeply frustrating and certainly puts a significant strain on the faith and trust I have in this banking institution. In order to avoid this in the future, the bank should properly train its employees to handle common account-related issues and invest in the reliability of its services.",131764.96,1,1,1,108500.66,1
8894,15612670,Berry,631,Spain,Female,46,10,#N/A,0,2,1,1,129508.96,0
8917,15665378,Shen,499,France,Female,46,6,#N/A,0,2,1,0,73457.55,0
8925,15808566,Hsi,516,France,Male,46,2,#N/A,0,2,1,1,169122.54,0
8950,15649239,Vasilieva,731,Spain,Male,46,10,#N/A,0,2,1,0,153015.42,0
9057,15793311,Smith,765,Germany,Female,46,8,#N/A,119492.88,2,0,1,166896.01,1
9157,15679551,Colombo,504,Spain,Female,46,2,#N/A,163764.84,1,1,1,165122.55,1
9166,15669946,Jen,663,Germany,Female,46,2,#N/A,141726.88,1,1,1,58257.23,0
9191,15798943,Alexander,646,France,Female,46,8,#N/A,0,2,1,0,133059.15,0
9241,15723872,Buccho,589,Spain,Female,46,10,#N/A,0,2,0,1,168369.37,0
9358,15814405,Chesnokova,418,France,Female,46,9,#N/A,0,1,1,1,81014.5,1
9402,15601857,Woodhouse,705,Germany,Female,46,4,#N/A,115518.07,1,0,0,76544.9,1
9411,15734659,Sozonov,640,Germany,Female,46,5,#N/A,107978.4,2,1,0,155876.06,0
9463,15737385,Curtis,800,Spain,Female,46,6,#N/A,0,2,1,0,171928.04,0
9476,15620988,Murray,616,France,Male,46,2,#N/A,0,2,1,0,137136.46,0
9526,15699415,Lewis,618,France,Female,46,6,"As a longstanding and loyal customer, I am deeply disappointed with the recent experience I had with your bank. I had submitted a check to be processed, and unfortunately, it seems to have been misplaced or lost within your system.

Upon realizing the issue, I promptly reached out to your customer support, and was met with subpar assistance that has failed to resolve the matter. Despite numerous attempts, the disarray in your internal processes has rendered any further attempts futile.

The inconvenience caused by this error, combined with inadequate communication and a failure to efficiently manage the issue, reflects poorly on the institution's overall level of professionalism. As an adult person, I would appreciate an attentive and quick resolution for these types of situations.

With great regret, I find myself contemplating switching to an alternative financial establishment if proper attention is not given to the lost check. I must admit that my trust in the organization has been somewhat diminished.

It is my sincerest hope that these concerns will be acknowledged and appropriate actions will be taken to address the existing problem, prevent it from occurring in the future, and regain my faith in your bank.",150213.71,1,1,0,120668.46,1
9541,15634551,Williamson,727,Germany,Male,46,3,#N/A,115248.11,4,1,0,130752.01,1
9559,15801411,Green,623,Spain,Male,46,4,#N/A,0,1,1,0,5549.11,1
9745,15785358,Gresswell,586,Germany,Male,46,8,#N/A,106968.96,1,1,1,79366.98,1
9800,15722731,Manna,653,France,Male,46,0,#N/A,119556.1,1,1,0,78250.13,1
9835,15799358,Vincent,516,France,Female,46,6,#N/A,62212.29,1,0,1,171681.86,1
9842,15736327,Manna,567,Germany,Female,46,1,#N/A,68238.51,2,1,1,109572.58,0
9934,15765375,Butusov,797,France,Female,46,8,#N/A,0,1,0,0,162668.33,0
9952,15763874,Ho,635,Spain,Male,46,8,#N/A,0,2,1,1,60739.16,0
9957,15707861,Nucci,520,France,Female,46,10,#N/A,85216.61,1,1,0,117369.52,1
9983,15768163,Griffin,655,Germany,Female,46,7,#N/A,137145.12,1,1,0,115146.4,1
216,15723488,Watson,668,Germany,Male,47,7,#N/A,106854.21,1,0,1,157959.02,1
343,15681081,Marrero,545,Spain,Female,47,5,"I recently experienced an issue regarding a lost money order, which was both upsetting and worrisome for me as an adult. As one can understand, it created an unnecessary amount of stress on top of my already hectic life.

I must say that, when I reached out to the bank about this matter, the assistance I received was extraordinary. The representatives that attended my case were extremely patient and professional. They provided clear guidance on how to rectify the situation as well as steps I needed to follow.

They went out of their way to help me cancel the initial money order, while also assuring me that the lost amount was completely safe. Once that was done, they aided in the reissuance of a new one.

It was truly relieving to witness their efficiency and expertise in addressing such situations. My concern was dealt with ease and promptly resolved without any loss on my end. The whole process restored my faith and confidence in my bank. Their reliable services, kindhearted staff, and proficient handling of difficult issues have proven that they have the best interests of their customers in mind.",0,2,1,1,38970.14,0
445,15787470,Parkinson,553,Spain,Male,47,3,#N/A,116528.15,1,0,0,145704.19,1
450,15658169,Cook,778,Spain,Female,47,6,"My experience with this bank continues to be outstanding, especially when I recently had a problem with the wrong amount being charged to my account. I went into my local branch to address the issue, and the staff there was nothing short of exceptional. They listened carefully to my concerns, did a thorough review of my transaction history, and promptly discovered the error. The incorrect charge was rectified on the spot, and they made sure that I left the branch satisfied and at ease. I wholeheartedly recommend this bank to anyone in need of great service and a strong commitment to customer satisfaction. Thank you!",127299.34,2,1,0,124694.99,0
494,15725679,Hsia,531,France,Female,47,6,#N/A,0,1,0,0,194998.34,1
552,15657284,Day,674,Germany,Male,47,6,"As an adult, I've seen my fair share of banking scams, and unfortunately I found myself caught in one through your bank recently. When I was sent an email with a highly suspect hyperlink, it took me to a convincing imitation of your website. Unfortunately, I submitted my login information in good faith before realizing the deception. Now I'm alarmed as my savings are at risk. In the wake of this situation, I hope your bank promptly improves their measures against phishing attempts and email scams like the one I've experienced.

I also request swift and serious action be taken in my case. Investigating the scam, recouping my funds, and providing the necessary assurance that this kind of deception doesn't repeat in the future should be top priorities for your company. Given that my years of patronage to your bank is hanging in the balance, it is incumbent on you to act decisively and with my interests in mind. As a responsible adult, I want assurance and quick resolutions in these grave matters.",106901.94,1,1,1,2079.2,1
590,15591047,Ma,519,Spain,Female,47,6,#N/A,157296.02,2,0,0,147278.43,1
629,15589030,Ts'ai,649,France,Male,47,1,"I encountered a little issue with funds not being available when they were supposed to be. I called your customer service, and after a brief wait, they helped resolve the matter promptly. Although I faced this issue, I truly appreciate the quick assistance. Great work, team!",0,2,1,1,145593.85,0
736,15784209,Tang,497,France,Male,47,6,#N/A,0,1,1,1,90055.08,0
752,15634245,Muecke,758,Germany,Female,47,9,#N/A,95523.16,1,1,0,73294.48,0
827,15660535,Avent,680,France,Female,47,5,#N/A,0,2,1,1,179843.33,0
916,15775625,McKenzie,596,France,Male,47,6,#N/A,0,1,1,0,74835.65,0
1058,15706534,Enyinnaya,581,France,Female,47,1,#N/A,122949.14,1,0,0,180251.68,1
1071,15648075,Hebert,686,Germany,Female,47,5,#N/A,170935.94,1,1,0,173179.79,1
1118,15592583,Colman,731,France,Female,47,1,#N/A,115414.19,3,0,0,191734.67,1
1185,15755649,Winter-Irving,584,Germany,Male,47,7,Hi! I recently received my dayghters way2go card. I've been trying to activate it and its not working im not sure if its the security code or they messed up her birthday but I have been trying to figure this out for the passed week. Please help!,130538.77,1,1,0,92915.84,0
1209,15616451,Genovese,697,France,Female,47,6,#N/A,128252.66,1,1,1,168053.4,0
1224,15654229,O'Neill,699,Spain,Male,47,1,"The documents pertaining to my recent account upgrade were a bit unclear, but I got in touch with your bank's customer support and they walked me through every detail. I appreciate the responsiveness and clarification. As an older client, navigating these things isn't always simple. But your team was patient and really took the time to make things clear to me. Thank you for the great customer care!",0,2,0,1,30117.44,0
1225,15628298,Johnstone,500,Spain,Female,47,8,"I am so grateful for the efficient manner in which my bank recently handled an unauthorized transaction on my account. When I received an unexpected debit notification, I reached out to the customer service team. Not only were they patient, but they also went out of their way to investigate the transaction and helped me to rectify the issue.

The level of professionalism exhibited was simply outstanding. Thanks to the dedicated team, I regained control over my account, preventing any further unauthorized charges from taking place. Throughout the whole process, I was always updated about the status of the case.

Based on this experience, I am confident in saying that I can wholeheartedly recommend this bank. Their attentive and timely response to my situation gave me the peace of mind and assurance that my finances are well taken care of. It's truly a pleasure to be a customer of such a competent and trustworthy financial institution.",128486.11,1,1,0,179227.12,0
1321,15596493,Wisdom,687,France,Female,47,7,#N/A,0,2,1,1,177624.01,0
1504,15762277,Jamieson,710,France,Male,47,5,"The bank charged my account multiple overdraft fees that I had been careful to avoid in the first place. My recent transactions seemed questionable and lacked consistency in reflecting my expenditures. In my years as a financially responsible individual, I never encountered such financial inconsistency from any previous bank services.

Disappointed, I reached out to the customer service team in search of immediate assistance. It appeared the staff struggled to locate and rectify the errors that transpired in my account. This experience certainly diminished my confidence and sense of financial security with your bank, where discrepancies take ages to be identified and addressed.

This problematic service places a significant financial burden on the unsuspecting customers and strains personal resources, which may cause substantial repercussions. My personal experience now leaves me compelled to consider an alternate financial institution that handles its customers' accounts and concerns with due diligence.

I request prompt attention and satisfactory solutions for my particular case so I may retain any shred of confidence left in your services. Please have a bank representative who is adept in managing such issues reach out to me at the earliest convenience. I believe addressing and solving this incident diligently should be the minimum responsibility to alleviate customers' disquiet.

",158623.14,1,0,0,83499.89,1
1535,15782736,Jose,573,Germany,Female,47,4,#N/A,152522.47,1,0,1,164038.07,1
1641,15661528,Ashbolt,583,Spain,Male,47,5,#N/A,102562.23,1,1,0,92708.1,0
1656,15659105,Borchgrevink,669,France,Female,47,9,"I would like to express my gratitude to the bank for promptly handling a recent issue I had regarding unexpected charges on my account. Upon noticing these charges, I contacted the customer support team who were courteous and attentive to my concerns. After reviewing my account history, they quickly identified and rectified the issue by crediting the associated fees back to my account.

This proactive and responsive support reinforces the trust and loyalty I have towards your financial institution. I am pleased with my experience and wanted to recognize the high-quality service I received. Thank you!",61196.54,1,1,0,58170.24,0
1713,15744983,Burgmann,712,Spain,Male,47,1,#N/A,139887.01,1,1,1,95719.73,0
1856,15570601,Cheng,785,France,Female,47,9,#N/A,122031.55,1,1,1,33823.5,1
